,positive1,positive2,positive3,control1,control2,control3
URIAAL_R03266,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R03207,5.00894176,4.363545172,4.685980511,4.363545172,4.363545172,4.363545172
URIAAL_R03300,4.363545172,5.075108153,4.363545172,4.824231677,4.790835485,4.363545172
URIAAL_R03247,4.363545172,4.86921915,4.363545172,4.363545172,4.363545172,4.858662109
URIAAL_R03265,7.831674586,8.145941437,6.8310635,7.104196116,7.875944912,6.947568502
URIAAL_R03316,4.363545172,4.777125374,5.145389309,4.824231677,5.098372679,5.516985098
URIAAL_R03215,5.00894176,5.7203168,5.411947784,4.824231677,5.392096277,6.256128527
URIAAL_R03283,5.520473026,5.572825096,6.494449428,5.326964755,5.733803569,6.511048911
URIAAL_R03216,5.403613926,5.663832205,5.365066786,5.512464376,6.079978634,5.934901004
URIAAL_R03248,14.84848682,14.64671765,14.83585803,14.28462559,15.19216224,14.64404183
URIAAL_R03229,10.5167682,10.75566586,10.49180271,10.2872509,10.77676701,10.61985449
URIAAL_R03317,10.26005477,10.4609691,10.84679626,10.35878812,10.08934762,9.720662423
URIAAL_R03249,9.04730626,9.85689328,9.564500823,8.524127193,9.466029148,9.487783515
URIAAL_R03250,4.891955851,4.946467387,5.411947784,5.273670624,5.305661948,4.363545172
URIAAL_R15318,5.106768862,5.360144269,5.078689628,5.01234472,5.209098481,4.363545172
URIAAL_R03318,4.363545172,4.363545172,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R03319,4.363545172,5.075108153,4.363545172,4.363545172,4.363545172,4.768462915
URIAAL_R14653,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03284,11.67904418,10.75424362,10.9015605,11.00210602,10.5635329,11.29944749
URIAAL_R03251,6.661245829,7.534277003,6.947635824,5.770179009,6.945136035,6.947568502
URIAAL_R03285,10.25511679,10.46271187,10.2428239,10.61981718,10.50873954,9.980594757
URIAAL_R03217,8.598986422,7.999087476,7.753342175,7.666380344,7.715193354,7.424023696
URIAAL_R03295,12.52783486,12.07790451,11.82621017,12.39395711,13.04415779,11.971707
URIAAL_R03233,5.961013677,6.508142096,5.262800844,7.711231004,4.363545172,4.363545172
URIAAL_R03294,4.891955851,5.130859041,4.818598514,5.01234472,4.790835485,4.768462915
URIAAL_R14654,5.00894176,5.230772573,4.363545172,5.216595778,4.885923333,5.45022945
URIAAL_R03252,4.363545172,5.663832205,4.363545172,5.326964755,5.098372679,5.63808552
URIAAL_R03320,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03253,11.67842969,12.35267958,11.94620385,12.41396259,12.18707428,12.91104882
URIAAL_R03286,5.573906482,7.71067898,6.545717908,5.977868929,5.577707526,5.165669828
URIAAL_R03321,5.672876026,7.954903519,6.307161417,6.056538929,5.098372679,5.666211823
URIAAL_R03287,10.29415507,10.4817446,10.71650728,10.53794713,10.31423792,11.14526308
URIAAL_R03254,11.38725308,11.55633825,11.10260447,11.46878392,10.98856623,10.88937962
URIAAL_R03323,4.363545172,5.075108153,4.818598514,6.444809483,4.965656574,5.484200565
URIAAL_R03322,4.363545172,4.363545172,5.004475073,6.757162493,4.790835485,5.299767048
URIAAL_R03324,10.39785499,11.383145,10.45830607,10.67784104,11.01923836,10.64581239
URIAAL_R03218,10.4376238,10.53820718,10.07338366,10.55530631,10.23150373,10.46516709
URIAAL_R03232,7.546191571,8.163279178,7.954385616,7.522589377,7.266062303,8.18529288
URIAAL_R03219,5.268971085,5.182500828,5.365066786,5.087435481,5.47080836,5.414953896
URIAAL_R03325,5.403613926,4.656489436,5.004475073,4.689988651,5.098372679,4.858662109
URIAAL_R03220,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03221,11.14100341,11.14943208,10.5295875,10.92093519,10.78497163,10.81485237
URIAAL_R03288,4.738226096,5.472555868,4.919731905,5.087435481,5.349969239,5.516985098
URIAAL_R03302,9.603367543,8.723036347,9.115316212,10.25885897,9.999879169,9.045533095
URIAAL_R03289,7.959479562,7.76300358,8.415434444,7.67395494,8.288460107,8.523975313
URIAAL_R03326,12.08215659,12.55529886,12.0740082,12.58352197,12.59023831,12.03900516
URIAAL_R03290,5.192272678,5.436618703,6.327177097,5.630955528,5.674164526,5.956403081
URIAAL_R03291,4.363545172,4.363545172,4.363545172,5.01234472,5.098372679,4.363545172
URIAAL_R03255,4.363545172,5.014186365,4.685980511,4.363545172,5.258845731,4.363545172
URIAAL_R15316,4.363545172,5.5071585,5.004475073,4.363545172,5.869891152,4.363545172
URIAAL_R15317,4.363545172,5.604081612,4.818598514,4.363545172,6.221068499,4.768462915
URIAAL_R03292,7.599711051,9.765217847,7.5674659,8.921402368,9.793485066,6.56435651
URIAAL_R03222,5.886016973,5.773944293,6.012324482,5.01234472,5.47080836,5.516985098
URIAAL_R03223,8.747340565,7.26913036,7.434202277,5.154913227,6.524279,6.640468923
URIAAL_R03228,4.363545172,4.363545172,4.818598514,4.363545172,4.363545172,4.363545172
URIAAL_R03224,5.268971085,6.110726274,6.037738739,6.106231894,5.47080836,4.934336631
URIAAL_R03256,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.858662109
URIAAL_R15315,4.891955851,5.182500828,5.206368921,4.363545172,4.965656574,4.650333526
URIAAL_R03257,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.363545172
URIAAL_R03225,5.719008711,6.681164854,5.986348972,6.882932665,6.493916998,5.956403081
URIAAL_R03258,5.106768862,5.965671312,6.012324482,5.863920621,6.182391428,6.551231829
URIAAL_R03327,12.54310383,12.00951899,11.6413174,11.4827251,11.39893555,11.86305834
URIAAL_R03328,11.019134,10.886707,10.87800502,10.66190369,10.5266433,11.45140132
URIAAL_R14833,13.50247193,13.06029473,12.76167202,13.25234746,13.1359349,12.87827051
URIAAL_R03298,13.9975895,13.79759126,13.86064564,13.77348656,14.37687059,14.0860141
URIAAL_R03259,9.792525218,9.294959155,9.705072152,8.342486491,9.831444021,10.68996577
URIAAL_R03329,11.67658466,11.56366363,11.81880675,11.1492218,11.42398526,11.5800442
URIAAL_R03231,7.334656645,7.123926213,7.217262142,7.67395494,6.732074048,6.976691922
URIAAL_R03226,5.924129206,5.692455051,5.616246526,6.004681015,5.704406029,5.693594183
URIAAL_R03330,4.363545172,4.363545172,5.262800844,4.363545172,4.965656574,5.60916277
URIAAL_R03260,4.363545172,4.777125374,5.078689628,4.363545172,4.363545172,4.363545172
URIAAL_R03227,5.268971085,5.436618703,5.721272924,4.363545172,4.790835485,4.768462915
URIAAL_R03261,5.520473026,6.186367505,5.65245373,5.593011071,5.762412828,6.096780227
URIAAL_R03331,8.266222441,8.851215019,7.267377537,8.866737721,7.504837357,8.177139007
URIAAL_R03293,5.106768862,5.773944293,4.818598514,5.802321118,5.035531377,6.304990716
URIAAL_R14832,7.767852855,9.269275188,8.272816285,8.662832291,7.019740175,8.075477027
URIAAL_R03332,8.226235139,8.771749179,8.223601966,7.86450647,8.070310425,8.40004785
URIAAL_R03246,9.939329651,9.863506484,9.766256108,9.175271726,9.919476702,10.31516868
URIAAL_R03315,7.513075682,7.285256717,7.69647791,6.869522209,7.366512297,7.556678315
URIAAL_R03263,6.553137326,5.920700049,6.476901221,5.593011071,6.258574117,6.288913891
URIAAL_R03245,4.363545172,4.363545172,5.004475073,4.363545172,4.363545172,4.934336631
URIAAL_R03244,4.363545172,4.363545172,4.363545172,5.216595778,5.543373549,4.363545172
URIAAL_R03268,4.363545172,4.656489436,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03213,10.45064003,10.28005827,10.51438846,10.0208364,10.46484128,10.39518148
URIAAL_R03282,5.106768862,5.276213501,5.262800844,5.01234472,5.733803569,5.213003633
URIAAL_R03281,4.363545172,4.363545172,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R03270,4.363545172,4.363545172,4.363545172,5.893492605,4.666235093,4.363545172
URIAAL_R03234,5.763217136,5.360144269,6.266148849,6.9732772,5.209098481,5.771723865
URIAAL_R03212,5.192272678,4.363545172,4.363545172,4.363545172,4.666235093,4.650333526
URIAAL_R03280,5.672876026,5.075108153,5.456495784,6.177137402,4.965656574,5.579384528
URIAAL_R03296,5.403613926,5.747465492,6.346880929,5.802321118,6.162586981,5.998246636
URIAAL_R03279,11.05176693,10.56927489,10.71827704,11.05043191,10.810771,11.11106793
URIAAL_R03314,9.364306885,9.504183928,9.109926891,9.406846286,9.393680934,9.717867082
URIAAL_R03264,8.433501033,8.041941757,8.833997712,7.754703711,7.870304822,7.847408908
URIAAL_R03214,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03211,10.40678777,11.24213852,10.96777333,10.91620111,10.81587595,10.43485909
URIAAL_R15622,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03278,9.028112579,8.976240306,8.859929192,7.978667401,8.73093577,10.15911121
URIAAL_R03243,7.55705932,8.669590689,8.025165353,6.960731543,8.49968244,8.471694819
URIAAL_R03333,10.37224074,10.89382883,10.4294252,10.59830422,10.65996236,10.85546026
URIAAL_R03297,4.363545172,4.777125374,4.818598514,5.702868692,4.666235093,5.000689288
URIAAL_R03313,4.363545172,5.182500828,6.245127382,5.377081874,5.869891152,5.339906261
URIAAL_R03277,14.44452443,13.74531324,14.74541815,13.91396263,13.69673276,14.12132688
URIAAL_R03210,4.738226096,5.319231539,4.818598514,4.363545172,4.790835485,5.693594183
URIAAL_R03276,9.298582439,8.959031606,9.654182821,9.697447625,9.379947902,9.378713037
URIAAL_R03275,12.4087823,11.93772973,12.63929187,12.42066274,13.2241421,12.51047613
URIAAL_R03242,9.797063407,10.0220491,9.253684593,10.84906706,10.51592774,10.48255699
URIAAL_R03312,7.578546498,6.930888805,6.327177097,7.488539883,7.230902721,6.664896202
URIAAL_R03241,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.768462915
URIAAL_R03240,4.363545172,4.363545172,4.818598514,4.363545172,4.363545172,4.768462915
URIAAL_R03311,4.738226096,4.946467387,5.004475073,5.737053834,5.155862306,5.796555397
URIAAL_R03299,8.409918959,7.194154361,8.86313797,10.36343341,8.841128841,9.394559355
URIAAL_R03310,16.76203907,15.77763119,18.40299977,17.78831568,17.59150852,16.23339959
URIAAL_R03209,9.654286754,8.731753681,8.483836556,8.876536742,8.749389185,7.677906807
URIAAL_R03309,10.91447083,10.52074664,10.60995759,11.0065668,10.63789472,10.27581029
URIAAL_R03308,7.62056273,7.662486304,7.598899586,7.522589377,7.366512297,7.569280867
URIAAL_R03230,7.187620988,8.72594801,6.747364442,9.16731578,5.577707526,5.516985098
URIAAL_R03239,4.363545172,4.777125374,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03307,4.363545172,4.363545172,4.363545172,5.377081874,4.363545172,4.363545172
URIAAL_R03274,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03306,7.758496338,8.132798532,7.133111203,8.259845629,7.583119736,7.4985277
URIAAL_R03208,6.85424087,8.290955543,7.760292299,7.978667401,8.362384421,8.248900864
URIAAL_R03238,4.363545172,4.363545172,4.685980511,5.01234472,4.363545172,4.363545172
URIAAL_R03273,4.363545172,4.363545172,4.363545172,4.363545172,4.666235093,4.363545172
URIAAL_R03301,5.192272678,4.946467387,5.721272924,5.273670624,4.666235093,4.363545172
URIAAL_R03237,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03305,4.363545172,4.363545172,4.363545172,4.363545172,4.666235093,4.363545172
URIAAL_R03262,9.459022551,9.331691749,9.512381169,8.318671967,8.241328347,7.85255322
URIAAL_R03269,4.363545172,4.946467387,4.363545172,5.154913227,4.363545172,5.000689288
URIAAL_R03304,4.363545172,4.363545172,4.363545172,5.833548159,4.363545172,4.363545172
URIAAL_R03267,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03303,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03236,5.106768862,5.84973321,5.262800844,4.824231677,5.098372679,4.363545172
URIAAL_R03272,4.363545172,4.777125374,4.363545172,5.154913227,4.363545172,4.363545172
URIAAL_R03271,5.520473026,5.5071585,4.363545172,4.363545172,4.965656574,5.548683995
URIAAL_R03235,4.363545172,4.777125374,4.818598514,5.216595778,4.965656574,4.363545172
URIAAL_R05280,5.268971085,5.799792167,4.818598514,6.222224296,4.363545172,4.934336631
URIAAL_R05279,8.427641813,8.393567321,7.689206491,8.04417649,7.740189614,6.995768515
URIAAL_R06793,6.410382631,7.252815014,6.775846581,6.307767268,7.060616207,6.724071365
URIAAL_R06792,5.268971085,5.747465492,5.687429516,5.469511828,5.790283593,5.548683995
URIAAL_R05278,13.57359313,14.07045387,13.91382881,13.00062406,14.12560751,13.18405353
URIAAL_R06800,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.363545172
URIAAL_R06801,4.363545172,4.363545172,4.685980511,4.363545172,4.363545172,4.363545172
URIAAL_R05277,6.359054721,5.319231539,6.422781928,5.630955528,6.101166047,5.956403081
URIAAL_R06802,7.201649308,8.872384721,6.528851219,7.810667189,6.877773649,6.957345464
URIAAL_R06788,6.907135202,6.110726274,6.747364442,7.069709537,5.895214605,5.977512812
URIAAL_R05288,5.961013677,6.110726274,5.876193263,6.585445511,5.869891152,6.058341005
